Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Egypt, Arab Rep.",EGY,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,3682.435498,3755.768701,3851.12168,3995.283984,3999.037695,4138.780811,4641.939648,5083.05498,5150.692676,5186.314355,5414.397363,5415.002051,5580.37666,5327.960547,5182.926074,5185.179102,4675.596289,-702.5169922,3828.368555,3506.514648,-688.109375,68.21777344,202.0800781,-1336.630859,-3204.069336,-3514.77832,-5911.649414,-5430.270508,-5297.431641,-6061.609375,-6183.580078,-6980.841797,-7472.568359,-7670.900391,-8453.05957,-8858.861328,-9057.220703,-8046.6875,-6822.666016,-5531.910156,-10875.53125,-15628.33203,-12191.98438,3497.910156,12518.75195,19652.09375,17962.64844,,,,,,,
Euro area,EMU,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,141386.3303,169500.8863,169997.548,192664.7922,198880.2171,185528.6342,196458.4227,203754.3232,215574.4317,222554.0484,228954.7594,231047.5721,228564.6732,227478.4989,241118.4709,248061.4041,263269.2335,257537.2419,292194.6617,291360.4964,-100159.742,-99825.31344,-76058.92848,-68068.51954,-68759.67713,-65277.40977,-56668.43079,-51183.3126,-54051.45572,-51826.07804,-53361.79139,-53909.88242,-53529.33411,-42084.93843,-60941.98158,-43078.62261,-37082.74895,-40811.95062,-47536.3783,-23456.532,-31403.67635,-20490.13532,-11987.55798,-12868.97045,-12017.88266,-18250.3003,-40227.22853,,,,,,,
Eritrea,ERI,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,141.3548801,141.5309598,116.0168591,123.7723809,129.6253807,119.4476003,123.9442201,119.5422714,130.9769802,133.7891094,138.5097604,164.195309,132.7236996,136.7295402,129.9991092,124.3514107,158.1766302,164.1319816,170.5367695,176.5571197,-37.79541826,-48.30185938,-24.50728035,-14.16164398,-8.126098633,5.560762405,-5.425418854,-9.750801086,-15.90450668,-15.6199913,-26.56970215,-31.2397728,-27.68219757,4.401838303,12.16445351,4.67710495,1.673868179,22.75122452,19.57458687,19.19341087,26.06934357,21.29375267,33.91911888,54.03074455,73.57476234,47.11918449,35.85986328,,,,,,,
Spain,ESP,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-13240.16914,859.05125,1022.369297,1844.519961,2073.269648,2454.279688,3041.4075,3155.129063,3806.612344,5150.769453,6611.741016,6595.361016,6369.662656,6605.040469,6937.322578,6970.438672,7004.980547,5340.362266,7247.849453,8040.641328,-6453.314453,-7316.365234,-4782.113281,-5570.810547,-4109.808594,-2605.783203,-2156.683594,-1365.714844,-1928.740234,-70.19726563,658.8730469,-1293.984375,-2986.902344,-2094.751953,-1245.554688,-28.56640625,3093.800781,4787.212891,6845.833984,8089.595703,7985.689453,8170.480469,12907.07813,12774.18555,13220.80664,6208.849609,4827.679688,,,,,,,
Estonia,EST,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,21062.64676,21059.88673,21274.47209,21535.73651,21975.10308,21471.79812,21264.39763,20896.08925,20714.27691,20258.50795,20040.04402,19985.71582,20326.16701,20212.58934,20379.19899,20305.00977,20149.09486,20058.52237,19661.41606,19642.47579,-1960.595093,-1742.458008,-259.4658203,68.02404785,-694.5386963,-648.1195679,-523.9625854,-548.9694214,-475.4926147,-264.1662598,-374.9629517,-451.9779663,-216.0596313,-201.8925781,-495.803772,-513.9466553,-115.2041016,-606.7769775,-640.6427612,-372.8156128,499.5217896,-2013.009521,-3235.992676,-3744.377075,-3347.170654,-6578.830139,-6522.413513,,,,,,,
Ethiopia,ETH,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-445.6717909,-426.8353889,-381.5660593,-366.0060583,-355.2063339,-332.0573001,-283.5652803,-223.8508237,-229.9452969,-255.1882581,-316.32626,-306.2796405,-317.6246657,-344.2795719,-263.9471331,-248.5178107,-291.6034326,-495.061311,-289.7783899,-276.1558142,-77.05929565,-70.53770447,-78.37928391,-105.4759369,-99.21961594,-94.24408722,-107.9251556,-49.75428009,-53.21094513,-24.96480179,-10.02408791,-20.79657936,1.678966522,72.15317345,2.798107147,-61.76404285,-52.98334217,137.9825897,511.5071411,597.1985779,496.702095,1059.856182,1089.727886,1325.489723,2768.255768,3345.252827,5071.144684,,,,,,,
European Union,EUU,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,167513.7016,186378.7108,193038.5188,215746.5043,228780.3655,221146.5124,229049.0293,236426.6185,248926.955,248050.3381,236305.1546,268813.2744,251597.1092,240598.7667,245225.2053,239128.8143,259210.4717,226502.8053,268954.258,272214.6705,-156801.0093,-141508.842,-108438.9151,-84041.84241,-83760.8197,-100439.7398,-92392.62366,-83946.7562,-85566.61087,-81292.10392,-86841.01404,-86159.63535,-78037.38757,-66487.7729,-85658.98012,-66486.40093,-63399.9074,-66253.24188,-70014.08045,-34929.50173,-48630.70491,-33845.67646,-36963.86743,-38267.92772,-36906.56979,-36661.98267,-60825.21303,,,,,,,
Fragile and conflict affected situations,FCS,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,2076365.729,1302555.692,1459463.649,1708405.88,1269839.418,1416731.042,1304994.823,1642915.165,1793054.231,2027338.378,1958646.786,1716782.404,1903378.502,2403727.502,1681912.853,1581653.179,1617112.378,2147722.801,1621322.051,1508123.591,-6370.694819,-1584.631682,-17217.43112,-6567.664151,-16030.24606,-30183.93908,-21341.03308,-20636.78721,-29349.41504,-22348.54219,-31991.52871,-20392.09387,-3964.608921,-20074.28133,-15468.89799,6594.904901,11649.1218,21313.51712,2563.946863,-3759.606753,1152.34798,42664.22332,48393.74567,69084.79805,91290.64997,47831.61962,47128.79934,,,,,,,
Finland,FIN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-1521.469717,-1291.338541,-1243.155917,-1482.211107,-1478.849803,-498.4316074,60.43479258,489.0802008,747.0944345,813.9399853,876.6778021,830.8580948,852.1470116,877.6244775,942.2223477,979.8745064,1059.216538,-3484.421638,1171.360358,1181.397835,-1615.383301,-1669.415771,-1719.129883,-1842.189941,-3610.253418,-4404.531006,-4142.786621,-3967.425049,-3232.781982,-3180.858643,-3619.611328,-3178.993652,-3122.921387,-3021.756348,-3161.086914,-2747.057617,-3005.991455,-2325.491699,-2353.13208,-2384.217529,-2369.964844,-2019.104492,-6284.268066,-6098.460205,-5575.638672,-5125.297607,-4043.95874,,,,,,,
Fiji,FJI,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,308.6665922,320.1597684,331.3741478,356.7245426,433.854028,374.3557541,334.4742782,283.8856211,17.61008575,128.4157981,622.3379378,368.4243448,475.3972545,446.0588402,211.2182414,403.5068833,442.4767705,411.6921786,541.1986263,665.9773238,149.2317276,197.8836594,286.0706329,260.0897141,203.2210426,165.1695786,174.5536537,299.5445023,266.508297,274.1365433,319.4692602,534.8382835,310.8063583,335.5120244,642.9208403,406.9259915,457.0983562,366.5533276,-11.922369,-23.15008354,35.88712311,-101.7276554,-216.6976032,-231.8707771,-127.0852203,-17.64829063,106.8068142,,,,,,,
France,FRA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,7408.450781,9512.316406,10628.71719,10895.20313,10843.15234,10541.22656,11623.64844,12363.11719,13616.58203,14515.06359,14775.25,14858.44422,14687.14063,17923.72375,17971.49609,17229.57703,18142.01172,26940.8468,16955.03711,16812.0243,-12539.65234,-11528.25781,-12066.97266,-11919.62305,-12676.23633,-13896.04492,-11557.02734,-11108.29102,-14621.32227,-12936.61914,-9701.064453,-11803.10156,-10430.12695,-9998.341797,-8451.986328,-8625.306641,-7158.742188,-8568.248047,-10359.9082,-6218.414063,-11280.88086,4834.779297,9504.890625,3588.527344,3266.501953,5498.539063,996.6835938,,,,,,,
Faroe Islands,FRO,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,4444.927689,2524.89876,2666.659072,2361.507522,1971.748599,2204.271607,1765.354104,2221.536195,2337.695243,3266.103992,2634.40933,2204.205157,2642.014184,2805.259061,1788.270048,1641.660996,1873.114084,3109.60408,1955.730935,1874.661036,-1397.195801,-99.80107117,122.2171173,112.1529694,-100.4211273,-497.9790039,-965.0540771,-569.2710419,-1228.451935,-956.9541931,-1023.392883,-1312.210144,-1316.211914,-2011.514069,-1310.446106,-934.7691345,-881.0800323,-361.8430176,-520.4760437,-423.2608948,123.3040771,1488.265137,1601.549957,1384.985352,998.3985901,808.8881226,1095.79187,,,,,,,
United Kingdom,GBR,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-5609.471875,-498.081875,9297.453438,11139.48016,11532.18969,10958.37969,12215.83141,13515.06828,8543.293438,14941.67875,14907.51719,16484.19938,15051.16281,13124.02859,14192.99594,14543.69375,15919.67672,12925.89602,19644.90047,22310.20766,-1713.732422,3725.669922,-249.9726563,3679.71875,3923.607422,2177.691406,5554.486328,8757.076172,5233.582031,-970.0429688,-1527.890625,51.15820313,3684.236328,3808.359375,3376.666016,4249.351563,5331.949219,3284.53125,2221.351563,7387.769531,9852.25,10063.3457,21393.38672,19182.59766,21276.23242,24183.58203,27049.65234,,,,,,,
Georgia,GEO,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,16599.78149,16609.88149,17333.62437,17954.72241,18614.47949,12469.44399,11224.36997,10170.41921,8787.26626,7688.44104,6791.050366,6503.185645,6202.050464,5215.108301,4819.127295,4206.43562,3294.246094,2816.611548,3223.91814,3613.984595,-1053.214355,-1014.427979,-742.0440063,-568.4699097,-267.3446045,-240.8375854,-300.6463623,-314.8117371,-220.71875,-307.1996155,-351.8300171,-168.6680603,-249.4276733,-323.5215454,-441.4379883,-456.5267334,-477.8480835,-432.6194458,-481.0862427,-426.8265991,-248.0440674,-285.0559692,315.7380371,865.9738159,519.1400146,1005.223999,1189.585938,,,,,,,
Ghana,GHA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,10308.77291,10071.26113,10050.43231,10842.18289,8845.603266,9286.975383,9500.141131,10916.43486,9317.673031,10262.80693,12456.05565,10586.04423,12097.17119,10794.66011,10739.58517,9861.185999,10226.4976,10615.8911,10058.32156,10835.02983,237.6724548,237.749939,297.7108765,316.0887966,229.279726,145.4671745,198.1448157,307.2222767,104.1056519,41.33557129,-89.28009033,39.28607178,-78.8338623,284.7243652,208.0791321,102.9035645,133.1040649,457.1780396,882.1220093,591.1055298,331.7692261,342.7451172,1645.906738,1602.88269,1520.013916,2085.180054,680.0140381,,,,,,,
Gibraltar,GIB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,0.020309211,,,,,,,,,,0.414367222,-2.578242501,-2.530192215,-2.35273998,-2.114466584,-2.271966465,0.442699552,-11.64539012,2.692519975,0.140515917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,37085.96756,36314.39075,35980.5861,38786.28839,31287.63391,33176.99666,33907.10265,39289.69408,33992.24362,36828.62918,44944.57486,38108.51747,43506.06923,40844.07252,40727.33169,37383.66353,37909.56585,39205.09041,36987.18415,39844.69572,-115.0253143,-125.645546,38.60393524,49.27751923,95.70909119,-11.22808075,75.5366745,131.4402771,284.4238892,253.213501,343.1635895,366.3577881,429.223877,423.6720276,498.674408,717.4540901,815.8945475,843.940712,706.4322815,936.9251022,1264.604874,1379.334198,1322.971695,1088.78241,1151.394333,1532.378387,1868.201569,,,,,,,
"Gambia, The",GMB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,41.51180694,45.59826386,54.89873208,59.66455453,66.93198342,73.34564168,67.67564139,80.31408241,80.52097786,87.15304417,108.9264811,92.14450554,108.4281914,111.2876501,118.9461201,119.2694626,115.197992,90.0514741,146.8284092,147.9647392,103.0442224,89.36718023,92.16687137,89.45517677,96.0744071,99.88351172,298.4502401,490.4398201,718.0069348,923.1129121,1103.255984,949.2488561,761.6090288,542.0866128,359.4865329,186.9900107,208.5378617,233.5215981,263.7950772,325.3707464,258.8289894,269.4903718,283.9936646,273.5824022,354.2444765,362.2822402,375.872745,,,,,,,
Guinea-Bissau,GNB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,12.46921887,13.62651439,9.957437108,15.77778898,17.62581107,13.10335579,8.094063463,7.539673536,8.283179272,11.33245492,15.69361704,8.349129575,6.278894656,9.678564926,24.24603664,27.28776805,17.29158111,-3.836529997,61.13315258,63.8222487,20.40358436,9.555878401,21.50400537,27.82986659,37.16904426,36.85044366,32.97680497,46.17554933,24.93403971,41.67559534,-3.84814316,-24.59393024,-18.41456866,19.66088068,15.86028004,33.36824536,20.64385521,20.96328104,9.047872901,30.38873792,21.53900766,29.21466625,54.04705095,73.5308671,81.81015915,89.34137475,111.2939304,,,,,,,
Equatorial Guinea,GNQ,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,2.451984782,2.883257363,4.116158538,4.636748453,5.616511224,5.753873953,4.686215764,7.228441057,5.754623331,4.516677535,6.460089384,3.670740657,13.81556656,14.64785013,15.49065122,18.23558846,16.34125124,-3.07945225,15.70947349,33.61458828,0.505402252,-9.224885821,7.808832049,925.4061514,-44.78647423,-110.2299519,330.1428318,37.50920486,-311.8403711,-254.3867083,202.1033058,-174.3787231,1687.379434,2543.429529,4339.907991,5137.885526,6268.466444,4596.739076,6217.453757,7213.037529,6988.92557,7054.223104,7844.728443,7200.811451,5985.384449,5213.60149,3703.62859,,,,,,,
Greece,GRC,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-1888.807359,1529.848257,1670.894684,1832.239591,1911.038255,1712.922068,1796.813091,1908.275884,2148.314119,2449.196377,2705.092909,2581.706229,2467.732827,2309.001348,2667.716702,2518.883776,2501.362648,-3060.115044,2450.77053,2267.210487,-1171.069824,-737.8496094,-724.8017578,490.9443359,1227.071777,2652.433105,3338.50293,3742.051758,4258.287109,5186.421875,3690.390625,3221.209961,3513.36377,2990.123535,3089.922852,3164.689453,3088.290039,3033.420898,3151.641602,3049.816406,2620.347168,3026.318115,1628.008301,2670.261719,2763.57373,3753.498047,5259.339844,,,,,,,
Grenada,GRD,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-7.129489567,-7.041573741,-7.152518763,-7.850041067,-9.142273347,-13.29058304,-14.26406862,-13.57115393,-14.88197599,-14.03877549,-22.90084097,7.557254814,13.3832874,25.20841012,20.14143172,-0.527605442,-12.00344301,-32.98433577,-27.52092288,-31.85442643,-34.95495424,-25.38315766,15.35335968,-8.440556869,-21.75001685,5.055693746,-1.073412642,-5.022454545,25.28838634,4.519818977,-217.8650641,-168.9728855,-153.8395642,-137.6588722,-158.418148,-162.2599134,-161.7455721,-163.1293005,-114.8671801,383.4496268,-207.244622,-169.6186036,-40.56001256,-187.6188765,-265.4577688,-266.5726105,-264.8477926,,,,,,,
Greenland,GRL,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,1372.591081,1727.871575,1742.038624,1766.068374,2153.500547,2195.865415,1920.97279,2296.369994,2382.952603,3536.65096,2975.891475,2325.414657,4164.830978,2900.129271,3305.212587,3339.580511,3800.819482,3819.849246,4313.664896,3728.720815,101.3257904,-11.78656006,64.4911499,-131.4840698,-272.843811,-297.3911743,-254.1098022,-268.2701416,-235.3855591,-261.494873,-30.97503662,-135.972168,-46.16766357,161.2601318,-222.7109375,-0.927001953,-145.843811,-45.37884521,36.13598633,50.13452148,-71.32287598,293.3482056,587.4398804,-319.4641113,-3285.657471,-1421.519653,-699.3164063,,,,,,,
Guam,GUM,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,7783.857039,5544.029525,6924.472581,5953.284758,6579.103914,7541.256956,8862.315913,7182.250744,8695.810391,9314.337122,9891.193882,10594.39863,11031.75821,11670.48274,10068.46701,10009.60144,10171.55715,11749.25677,10362.37163,10471.49462,-485.1722224,-603.8052549,-774.2287049,-794.4780042,-502.2737153,-302.0392003,-342.5313134,-392.7711787,-523.9990511,-724.614584,-861.2125444,-988.257288,-950.5544052,-905.3474674,-812.4418755,-917.8175449,-1015.048537,-848.4377704,-761.7272224,-828.3264232,-914.8120651,-847.4158354,-676.294358,-969.0155717,-925.1195183,-1091.638039,-873.057209,,,,,,,
High income,HIC,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,3834.910406,239390.4973,245495.6377,269464.888,307130.3695,298155.7947,373255.7967,393919.5732,380329.1451,480846.361,514302.18,545835.116,448767.7585,466313.4709,431185.2814,440438.0682,455515.967,223007.7291,514475.5874,600692.1612,-367882.3359,-353185.5642,-308375.5818,-286495.4191,-316067.2153,-348353.0477,-312670.812,-210065.5817,-205027.7055,-211463.719,-293325.1038,-294232.1517,-368895.069,-340776.8553,-314294.7884,-273301.2734,-231466.0311,-193408.8938,-191478.0954,-125958.7561,-138182.3102,-160917.8827,-94533.06258,-44841.12325,-92235.27532,-38929.93451,-28931.66179,,,,,,,
"Hong Kong SAR, China",HKG,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,5.580170898,27.33789062,56.0538147,78.4333374,102.5829468,151.4813477,208.6662231,249.0684082,287.8743408,362.9404541,602.8662354,756.1523926,821.9600098,644.91698,679.3919312,707.9030151,652.0188965,-1940.892908,441.924707,341.2627686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,1241.479985,1693.588169,1794.432003,1903.895311,2373.645813,2507.465822,2255.003515,2740.796357,2873.427521,4125.424714,3588.762294,3004.642195,4969.35737,3708.384862,4210.911416,4347.383372,4852.946192,5167.950014,5529.502156,4930.780148,141.8482399,121.9261322,128.4925461,167.3875122,137.370163,172.3834076,23.20959473,74.22363281,87.25613403,119.5924377,225.5721436,170.2243042,177.5412598,153.1846924,244.196228,-474.0601196,1190.710876,132.9769287,495.6668701,528.052124,729.3908081,1149.367615,1333.474426,1543.25647,1533.835449,1734.36731,1159.720886,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,2060156.33,1364185.586,1443196.017,1502871.647,1321760.357,1511203.686,1414237.731,1569430.887,1611657.337,2005706.48,1833829.971,1613845.432,1809698.77,1803039.824,1507284.218,1498369.211,1433566.276,1813766.571,1411311.912,1538449.442,-4340.815492,-4703.657634,-5297.562968,-1539.510839,-7162.998413,-7866.337826,-8810.535995,-9979.499815,-6923.691148,-7191.97003,-6210.28985,-7025.548577,-6018.68847,-6008.255361,-5579.747604,-3944.782122,-559.2230244,2890.37584,5535.171476,10038.68672,12201.08377,16670.31199,20538.94294,16603.30034,18789.65484,23694.42258,26895.84911,,,,,,,
Croatia,HRV,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-2118.063123,-1856.832947,-1226.608813,-1428.447998,-2524.443286,-579.2402344,-1022.669043,-2796.606006,-3962.170947,-4052.768604,-5010.25376,9460.33479,6620.022266,8408.385059,10875.47241,11348.59873,12603.02458,14172.78101,5891.930029,6285.460278,-3580.733887,-2397.34082,227.7561035,1136.253052,2010.877197,2918.27002,2371.429932,1751.082764,1445.129272,710.3969727,207.309082,9.364990234,50.86865234,-225.0871582,-1044.562744,-1055.773438,-1059.611816,-1470.778809,-1290.581055,-1119.823242,-1015.505127,-1130.531738,-1521.108887,-1440.793945,-1565.523926,-1718.339355,-2048.19458,,,,,,,
Haiti,HTI,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,4.774398651,5.252497894,6.769108902,7.13650956,2.811595352,3.892907745,6.247401062,5.831707367,8.992992035,12.83691193,11.24619745,9.989681519,3.990289124,8.260002625,11.0622905,16.44380173,14.87399896,-57.48869226,14.18060364,7.38032074,-111.1367035,-94.6105957,-118.0403023,-167.6798058,-213.4739094,-206.2913208,-209.5044937,-196.148819,-180.5901031,-163.2383118,-82.2862854,-73.99200439,-84.76402283,-7.126449585,-394.949585,-445.4454803,-447.1551514,-252.2586517,-334.6899567,-374.1562042,314.7232819,568.9067383,398.8745117,539.1454773,317.5891724,474.8620148,533.1030884,,,,,,,
Hungary,HUN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,901.3494141,1426.631582,1175.710719,1101.512734,1339.256113,1934.960742,1885.741797,1944.305859,2358.506543,2448.280957,2380.248047,2542.340625,2511.909375,2343.402246,2586.673047,2311.924023,2599.825293,1313.014453,2486.094238,2396.493164,-3360.254883,-2628.485352,-2395.062012,-2822.664551,-3257.37207,-3202.585449,-3334.922363,-3621.145508,-3015.594238,-2653.191406,-2798.529297,-2425.488281,-2304.248047,-2158.314941,-1829.758301,-2332.14502,-2672.805176,-2553.583008,-2279.595215,-1518.912598,-2239.983887,-1245.526855,-3733.318604,-4982.701172,-3962.922852,-4082.138672,-4678.898926,,,,,,,
IBRD only,IBD,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,1926130.303,1509364.766,2073336.761,1639273.402,1573086.979,1721066.617,1995538.122,2029829.226,1836370.507,2038453.023,2092247.528,1940859.317,3417828.57,2434509.778,1825454.949,1849742.587,2197192.316,2657640.73,2001447.053,2055731.161,-650012.0022,-590334.9657,-550456.0478,-603210.3424,-656335.4408,-707330.3433,-682897.0563,-677955.5809,-648837.9792,-678538.5231,-711017.1769,-634790.4653,-623610.0925,-708794.6571,-677431.3026,-685165.7657,-734085.1984,-760426.0466,-677869.759,-706295.9893,-649109.3468,-584369.0111,-418202.8513,-454258.1559,-583294.6068,-635935.7144,-711485.6497,,,,,,,
IDA & IBRD total,IBT,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,4414106.282,3133478.383,3862099.261,3710708.542,3146001.222,3423756.783,3573947.248,4003703.667,3937609.303,4431979.389,4414897.112,3959983.514,5664367.907,5182625.824,3810375.251,3709187.066,4098157.793,5136001.401,3903672.275,3867700.926,-670655.1583,-614125.3688,-567986.0496,-614825.9561,-676749.3617,-729858.7188,-716681.8554,-714905.7111,-680289.1549,-712611.6359,-747128.4767,-666108.3431,-645947.1184,-736776.7988,-693851.2123,-693834.2847,-730990.5548,-756335.2375,-665917.3753,-695860.9664,-620691.7928,-541759.5595,-380779.5244,-401157.4187,-514042.6058,-575239.7611,-630425.9955,,,,,,,
IDA total,IDA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,2487975.979,1624113.616,1788762.5,2071435.14,1572914.243,1702690.166,1578409.126,1973874.441,2101238.797,2393526.366,2322649.584,2019124.197,2246539.337,2748116.046,1984920.302,1859444.479,1900965.477,2478360.671,1902225.222,1811969.765,-20643.15608,-23790.4031,-17530.00177,-11615.61372,-20413.92095,-22528.37551,-33784.79904,-36950.13019,-31451.17565,-34073.11283,-36111.29988,-31317.87778,-22337.02592,-27982.14161,-16419.90969,-8668.51892,3094.643647,4090.809106,11952.38368,10435.02287,28417.55405,42609.45158,37423.32698,53100.73726,69252.00095,60695.95321,81059.65413,,,,,,,
