Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Brunei Darussalam,BRN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,7577.998268,4783.465353,6131.217647,9084.685664,5036.63252,5004.368611,4911.414636,7671.963654,9297.129662,8091.020208,9359.03542,8139.796791,8059.451459,15515.91682,8878.963243,7449.065801,9030.343984,12087.41064,9445.201508,6472.149587,597.1322212,-278.4252205,-275.0180969,-162.9739799,-186.0904465,-154.4001503,-170.979084,-327.8937149,-280.4169502,-315.9735909,-354.5124474,-450.9551964,-323.7637291,-332.861599,-242.9407959,-250.9253159,-355.2355957,-307.5581284,-620.9776611,-375.7028351,-300.9278336,-304.6876984,170.3810883,129.6418304,292.8152695,-1159.619934,-902.1264572,,,,,,,
Bhutan,BTN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-638.4934932,-634.6952434,-481.1948685,-639.0180735,-663.6720462,-651.2422658,-567.7116706,-273.4092112,-604.0920576,-427.2480053,-546.9584021,-501.5552663,-515.1145686,-646.0731136,-591.9197479,-567.2243949,-506.1672881,-453.2870156,-451.4332584,-528.6140483,-594.1761436,-558.5640173,-477.7505875,-440.0728073,-635.7807789,-502.5850983,-478.0313931,-482.4103966,-449.9941101,-466.7086086,-232.4509964,-261.8311043,-155.2177925,-188.3790932,-285.0285988,-189.1180954,-266.3765869,-322.6769028,-379.714283,-677.6805916,-676.1874924,-657.833931,-575.1606064,-579.9135361,-570.5829849,-594.8529663,-422.0996399,,,,,,,
Botswana,BWA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,362.6177001,382.3448556,417.3262325,456.0047356,474.5795643,550.5699088,259.4816874,312.8035479,313.0960765,340.974841,458.4424061,-492.042092,-597.6962402,-540.6661895,-516.1258323,-396.8282894,-502.2820784,-550.0765092,-643.7153097,-706.2398586,-163.0096354,-208.9171829,-277.0900192,-267.6096802,-311.6475525,-321.0299683,-242.0623245,-281.8905334,-367.8413086,-238.7938461,-324.8129883,-186.4593964,-204.7046051,-240.5666199,-286.0252991,-288.0578308,-468.466629,-194.7361908,-172.9345398,-245.8493652,-1738.624115,-736.9333954,201.8169403,343.4930573,305.434967,661.4555473,841.5711288,,,,,,,
Central African Republic,CAF,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,41247.54987,40276.44568,39808.62177,42791.62061,34316.95341,36330.81267,37074.48887,42938.28491,36916.44589,39930.75416,48794.55891,41193.67329,47211.92462,44118.54895,43847.50442,40074.33672,40439.5817,42014.70039,39173.01824,42313.86569,-83.97593164,-124.3338194,-119.7307978,-127.5903256,-177.3310134,-185.6253653,-173.9709103,-232.3313894,-138.8040006,-122.5175347,-104.4795735,-110.5128613,-102.8012269,-134.0302758,-126.0684452,-131.5887151,-119.479754,-136.6454854,-167.6374991,-144.2669294,-180.6000545,-170.4208727,-184.7991676,-175.594712,-205.47963,-199.6019185,-203.2287339,,,,,,,
Canada,CAN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-56228.99844,-49237.05156,-78390.89922,-78205.04609,-69697.69922,-66668.15156,-37536.09688,-54865.45469,-78639.19859,-9422.953125,30250.59375,36788.15,-43751.00625,-45743.24531,-70242.69375,-66521.35938,-62697.3,-70002.15469,-55033.1,64806.35,-123864.3047,-130731.8047,-140745,-151013.1016,-170266.8984,-196877.8984,-176996.5078,-163382.6016,-185622.8906,-171927.8047,-202616.8047,-214108.3125,-207339.6094,-163856.7031,-183108.3906,-162017.7031,-148030.8047,-129495.7031,-164957.2891,-148530.8984,-142754.3906,-126840.2969,-132315.3984,-131060.7656,-127762.5703,-111545.3438,-112198.6016,,,,,,,
Central Europe and the Baltics,CEB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,142727.4542,131099.8397,141874.2664,146763.5941,159032.0771,153515.1864,153790.5524,157317.1016,164659.6799,160422.1958,149781.4684,181735.7553,167508.6747,160486.4812,157907.4542,147008.8647,152573.1379,121627.5796,139083.037,141571.1763,-66522.14014,-49812.33557,-34338.10837,-17547.91522,-17827.55692,-38228.26965,-39286.17313,-36558.03427,-34772.46112,-33156.0412,-38071.66321,-35909.18921,-28995.5589,-29246.50278,-30335.23843,-27897.00043,-30024.9715,-31144.64377,-29114.64267,-15920.18076,-21765.4198,-19885.87665,-29905.62329,-29765.79095,-28338.61517,-28133.92456,-27890.60083,,,,,,,
Switzerland,CHE,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,1091.287537,575.5493799,386.2618652,1174.233896,1112.709888,1166.896196,816.8612051,1550.115967,1692.671323,1363.94206,1579.389067,2285.108826,1164.360674,2173.857207,1396.599492,1925.611743,1676.781848,3509.668545,1862.69613,2570.067092,-2386.600708,-2118.489258,-2081.826904,-1851.044312,-1664.6427,-1476.93335,-1540.919434,-1132.749512,-1331.006592,-966.1945801,-814.8115234,-219.833252,-660.7749023,-650.7629395,-603.7124023,-595.2814941,-387.3085938,-266.1787109,-296.7575684,-113.2023926,-278.626709,-139.8896484,1118.339844,1171.435059,1327.730225,30.83007813,1473.070801,,,,,,,
Channel Islands,CHI,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-211.2475957,-1375.870611,-1603.084143,-1942.934005,-1342.839635,-1282.079261,-1547.707776,-1007.414861,-721.9089652,-696.9859992,-264.6372637,249.4301836,479.249043,605.868748,330.266293,527.1181387,767.2136855,761.0593125,873.3744941,895.5012363,-2426.469482,-1636.056885,-815.2202148,-1929.252686,-2047.301514,-2816.698975,-3282.495117,-3835.201172,-3504.73291,-3996.609863,-3754.969238,-3434.891602,-2655.208984,-2911.366699,-2786.680176,-3004.003418,-3006.407227,-3584.9375,-2795.536133,-2153.203125,-2073.09082,-1763.52832,2075.06543,2219.381348,1724.74707,7292.126465,7591.473633,,,,,,,
China,CHN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,50660.49837,51992.97559,58213.51009,64450.60634,65035.12497,76104.17419,81628.79825,95375.71271,101579.046,98777.48615,110145.4692,107242.4046,113225.5649,131289.1498,143288.3668,146418.9444,162281.6268,54638.42403,205248.2755,222342.6173,-126304.7031,-116741.6953,-101474.1094,-200477.2188,-234267.1016,-233719.1094,-231666.5156,-242443.3125,-210613.2188,-226983.9844,-256914.0313,-234498.5,-235030.5938,-266620.4063,-262726.5,-255787.5,-317003.3125,-386950,-344264,-335582,-285418,-301112,-228593,-246268,-415197,-382872,-364711.4375,,,,,,,
Cote d'Ivoire,CIV,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,100586.2462,98265.22164,97173.54669,104518.0488,83914.47573,88891.36986,90745.29473,105108.7132,90480.29013,97921.8089,119581.2712,101073.7095,115800.7458,108260.9143,107653.8002,98518.72668,99422.16825,103500.2592,96506.97592,104238.0264,-148.3822784,-127.697937,-111.0485687,-81.41552734,-80.85726929,-174.3943176,-372.0770874,-346.2927856,-68.56646729,87.67932129,206.5715637,151.699646,-118.0803833,187.6521301,152.5596008,171.9230652,90.47421265,270.6653442,464.5460205,548.9680481,298.4550171,509.1309814,1759.472961,1938.119141,1915.983521,2148.478333,2083.508423,,,,,,,
Cameroon,CMR,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,49608.41698,48472.64298,47858.34669,51454.0492,41505.29958,43962.81709,44929.68739,51887.92918,44668.71559,48354.15022,58811.28161,50160.41985,57292.9349,56198.8483,56615.19695,51421.23736,52987.30966,54604.70292,48655.19039,53969.62198,-1160.703636,-1216.54258,-1178.599262,2560.063381,-1704.481062,-1763.952925,-1953.202131,-1664.736149,-1733.669777,-1699.649876,-1645.877632,-1658.588783,-1428.16053,-1456.288956,-1292.290146,-1263.156662,-1053.37384,-758.5196533,-917.9931335,-837.2258606,6.323913574,-627.6622314,998.604126,760.6532288,1034.270477,819.9024658,1385.669037,,,,,,,
"Congo, Dem. Rep.",COD,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,1325002.239,796309.5742,843642.6724,894524.224,788962.2612,916289.3111,815062.9991,929829.5084,978853.6233,1273190.06,1072410.901,946271.4188,1062835.247,1070056.814,853258.0142,861357.5027,797433.032,1075471.386,782528.8349,865305.7479,-109.3407803,-1015.964495,-999.0917587,-883.5638752,-1817.240761,-1839.487709,-1864.671638,-1881.268745,-1708.443703,-1502.215919,-1326.47582,-1366.68904,-1385.031203,-1588.137771,-730.040679,-681.2036886,-565.7723837,-578.5484715,-454.5652523,-271.8750095,-194.7015934,-17.00789833,131.7028255,59.76960754,-92.99405289,-1876.380703,-2774.773186,,,,,,,
"Congo, Rep.",COG,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,55956.35735,33596.77833,35662.24543,32393.78052,24896.76159,34073.0056,30142.22901,38954.77429,41785.67562,54240.13519,45507.1205,40053.63383,44749.67138,44998.81269,35870.37939,36206.3302,33487.19923,45135.39608,32852.21232,36330.78885,-1315.504854,913.8570578,881.7486238,878.0894721,775.1853106,565.0629752,-127.8857172,362.2329695,-310.079751,-653.0043194,-1072.114089,-840.7266817,347.2997756,-152.7322083,-306.6198444,1044.0571,745.077652,1446.142778,1560.978519,1171.692478,358.2851028,638.6158791,743.6288872,-921.8788185,-652.3013687,-1238.492901,-1372.301815,,,,,,,
Colombia,COL,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,43948.64371,29489.8636,36647.86011,29772.20018,30667.01483,41352.61122,47890.79744,36862.55705,44608.2443,47213.41686,50478.53638,45761.23188,48275.99169,49184.79837,38833.09836,41027.62592,43556.84091,51069.02625,44844.1162,42920.33296,-2817.185547,-2769.728516,-2133.397461,-2770.320801,-1768.130859,-1829.994629,-1205.297852,-1414.713867,-2026.323242,-1917.257324,-1704.93457,-818.6069336,-394.3266602,-127.1342773,107.7431641,-358.1118164,854.0395508,897.1831055,1373.823242,1381.688477,4098.549805,2509.608887,5022.608887,7585.862305,8138.631836,7665.59668,11462.40625,,,,,,,
Comoros,COM,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,12.76767005,12.8243341,10.57059493,13.87747356,14.21858871,12.36726397,10.53868898,10.45009043,9.320332861,11.12323831,13.70744501,9.148313405,13.80973904,13.54483871,12.31705945,8.795071982,7.118465413,0.55428074,18.48166982,19.57087478,14.97464812,12.77186954,23.93349925,24.63407311,21.59558612,26.450333,15.09213701,8.201251328,32.80966687,41.41085088,39.10567844,32.59669155,42.49989834,61.68093169,79.53219742,70.02897191,76.13411129,36.13467002,31.53317499,42.93801057,65.79450268,61.75881785,59.27448124,79.10869831,75.13353264,84.30387172,101.5775505,,,,,,,
Cabo Verde,CPV,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,88.52002931,88.61039956,91.97373337,98.952875,104.3706443,108.1328524,88.34391397,100.2239833,94.16540463,105.7882084,119.0563114,92.29808474,49.01865702,47.41248207,57.51952022,55.12881326,14.75229829,5.137511316,32.30103375,37.07516528,45.10765949,50.57984099,61.78302336,63.03041846,66.98085192,73.63038826,91.30055392,85.66304249,108.5046345,136.8156395,143.3115439,184.0410952,223.0437483,251.6447009,269.5101181,367.6931436,427.8173736,380.31263,397.8518969,428.5872286,462.8680293,479.0204491,437.4147893,427.2569658,413.5946827,412.8261142,460.3127124,,,,,,,
Costa Rica,CRI,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,24.79914276,24.06743805,32.68162292,36.01125793,36.14528564,37.70200653,38.6888443,56.0673172,55.3651239,54.23599304,54.26725433,53.7303685,53.92592606,63.30694977,62.38768036,69.91330368,70.76502045,-77.54214905,74.68802811,90.803694,12.3975296,-22.7265625,-19.09138489,-6.57321167,-28.57138062,-67.78668213,-28.88497925,-9.141967773,29.19268799,59.40759277,32.945858,113.4844818,145.8787689,-25.06385803,-71.14787292,-111.3796997,-11.85250854,252.3421631,267.6306152,289.6689148,268.9791565,422.5969543,364.9263,471.8424377,533.8825989,7.496582031,441.1097412,,,,,,,
Caribbean small states,CSS,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,15417.18216,10531.68804,12773.61458,11157.4029,12110.01703,13479.1499,15796.37912,12721.16031,15321.01847,16323.64976,17308.79486,21243.82504,21839.40796,22706.13094,19042.33818,18233.39487,17875.92166,19652.35052,17487.98795,17707.30717,100.6602159,-937.8500699,-966.5560003,-52.3468547,-480.5611196,-297.7595243,-1922.818761,-1912.357333,-2808.873801,-3977.987571,-8745.859967,-9800.864649,-10572.46196,-13380.01515,-13420.14351,-15541.64901,-15600.29327,-18913.04434,-20462.7875,-6537.663835,-19479.08601,-13920.20716,-9395.58739,-14488.67367,-15634.25521,-17317.41435,-17989.63555,,,,,,,
Cuba,CUB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-1210.427538,-965.6275459,564.3293613,2998.44435,2470.485845,3756.726931,3299.369428,866.0063691,-657.0615293,1499.924566,1201.130092,2380.701758,4341.762449,-624.6774453,-691.6006855,2363.357893,2685.893551,1134.965049,1554.111871,1825.819291,-1423.523438,-979.6829834,-607.3828125,-688.6943359,-665.5805664,-530.3518066,-558.7642822,-544.5134277,-536.6845703,-443.9898682,-435.2015381,-366.5725098,-342.1175537,-311.2163086,-70.31231689,-0.101074219,-26.78894043,-36.14367676,608.699707,-5929.910706,-217.5268555,-467.4887695,-699.1748047,-1077.789307,-1541.919861,-1955.488342,-1459.116333,,,,,,,
Curacao,CUW,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,12.89122847,12.97657294,14.24948907,13.83432578,13.91876859,15.72504862,14.76632022,15.74767867,15.05628907,15.70466453,,84.80601059,89.34128096,122.4094462,113.5427675,,,,62.39841686,53.55939129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,30.76138245,30.44058899,34.40274475,38.87617737,23.13216034,24.62536682,28.87707581,30.71664032,35.39863953,27.5871756,38.15948975,35.72214417,32.68786438,34.72611877,34.89863403,36.81873047,45.32914001,-515.3330701,43.91231995,47.54792969,37.39749146,-9.528961182,100.7797546,183.9527588,225.0215149,218.0999603,275.5670319,284.9428253,133.6683655,175.9116516,88.97753906,120.5759277,122.4012604,60.59378052,83.01783752,102.6818848,161.6636963,129.0152588,149.7909546,144.5726318,89.690979,134.5091553,31.72943115,380.0865784,618.0849915,454.6368713,577.5727234,,,,,,,
Czechia,CZE,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-4602.944258,-4606.842508,-4646.311793,-4395.48944,-4002.918452,-4213.774367,-4392.947996,-4685.842352,-1026.866566,-1511.670844,-1030.162012,-982.9164648,-605.4067773,-734.7110352,-932.1139258,-944.9828906,-1117.805762,-1576.71334,-1309.922441,-830.6835352,-18533.23389,-15869.09717,-8058.703125,-6937.266113,-6768.350586,-6799.097168,-6753.767578,-6220.71582,-6399.759766,-6233.620117,-6262.972656,-6091.504883,-4571.760254,-4035.67041,-4729.030273,-4945.458984,-5954.510742,-4024.90332,-3950.650391,-2696.121094,-4053.984863,-5436.54541,-7003.050293,-6920.254883,-5365.490234,-6305.385254,-5775.430176,,,,,,,
Germany,DEU,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,10346.80469,13868.46875,6168.257812,18955.49219,19849.28125,18046.96875,20329.60938,21731.25,23471.16406,22863.85937,20275.21094,20480.10938,19448.71094,9314.484375,13942.17188,17417.57813,28733.45313,47178.85547,45346.39062,43684.36719,-40398.96484,-41129.97266,-27665.70313,-22958.63672,-22917.53516,-23539.51563,-20990.87891,-19967.21484,-19667.46484,-16816.64063,-17940.80469,-15663.97266,-14811.30469,-2473.863281,-24077.81641,-10161.58984,-10820.02344,-14186.375,-19068.64063,-13243.04688,-14986.52734,-21296.32813,-15410.49609,-16654.49219,-16009.28125,-11502.91406,-16702.19531,,,,,,,
Djibouti,DJI,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,727.1761074,730.5803096,727.7978051,765.6625322,839.2182146,819.1162093,500.7731919,508.6878027,537.7453315,708.797787,704.7518117,400.1017801,222.9594978,191.3772941,182.9961544,182.3729392,175.5551619,21.45443691,186.7990378,338.7153628,-475.3298559,-621.3592988,-446.8619378,-425.6071805,-145.8191158,-178.4275921,-163.2272391,-193.8051041,-255.0364051,-258.6806742,-362.1758297,-439.5410762,-413.7464212,-445.6325889,-486.7715154,-519.1483405,-595.5528561,-640.5721676,-690.1891865,-724.0103478,-736.5527961,-846.665459,-810.9980897,-806.776351,-1037.345655,-895.2917995,-988.8512421,,,,,,,
Dominica,DMA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-1.586470771,-1.29932837,-1.427315733,-1.47558398,-2.388222048,-5.539898222,-6.143051385,-5.514625845,-6.970716557,-6.681009266,-13.01880423,6.11481288,8.189401382,15.45371962,11.68998514,5.5555997,-1.727381096,-16.517592,-6.086373179,-8.028416735,-18.45775175,-18.91746765,1.95516777,-9.697775066,-7.989677072,-1.364380568,-13.0410195,13.72120178,-11.87829614,-8.16469264,7.920753479,19.11973953,3.703201056,11.86271238,23.44169569,37.92156625,42.90239549,48.65801692,51.31286734,367.5701292,39.60272542,23.36308372,102.4221829,6.679594234,14.06024455,6.998724774,4.233461022,,,,,,,
Denmark,DNK,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,0.487587891,453.2873973,608.119709,744.3072625,852.538041,974.1701453,1171.561888,1153.772139,1352.835464,1506.12135,1597.124863,1559.588584,1429.557471,1389.824072,1509.210879,1740.475234,1769.922373,3783.915264,2503.102354,3006.375605,-925.2302246,-884.7265625,-890.8449707,-786.0300293,-817.972168,-757.8596191,-631.3098145,-375.4650879,-286.3928223,49.0637207,71.58911133,-356.2456055,245.0236816,185.6743164,372.2084961,293.2104492,357.4199219,348.9914551,359.3305664,414.7113037,855.1665039,849.6859131,-2791.543091,-3040.449585,-2934.118896,-1787.867065,-1927.645142,,,,,,,
Dominican Republic,DOM,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,177.1245693,235.8012764,247.6988804,235.4982892,291.3779482,298.5732397,255.2419886,318.6872655,335.9517281,502.8958013,422.058356,335.6139153,597.123218,407.5729258,464.3967141,482.0652283,527.1868369,-422.3563545,602.1564707,513.1192534,-115.6029053,-126.4644775,-80.91314697,-52.22705078,-45.55981445,-57.77874756,-55.6048584,-7.158081055,225.2805176,-46.20825195,351.3308105,972.7911377,1294.205933,-583.8043213,-1919.784058,-280.0388184,-344.7489014,-69.34533691,-872.3007813,-98.28833008,558.7227783,-687.8293457,-467.7473145,-524.7119141,-1.136352539,1679.597168,2133.260498,,,,,,,
Algeria,DZA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,1752.506738,1217.659887,-258.4950371,-1946.571807,-550.2199072,347.4806055,-834.8969629,-1207.008398,-999.1979492,433.1587402,640.0044922,2383.502832,3489.081543,4000.519922,3228.186523,1840.308789,2847.660156,3510.170703,3893.229004,3964.568359,1764.731445,-3249.449707,-11079.46143,-4170.801758,-3448.310059,-4232.959961,-4794.008789,-2114.080566,-679.8203125,-868.1513672,-2266.819336,-4735.209961,-2802.84082,-5660.780273,-3698.890625,-5192.071289,-4964.05957,-573.2207031,-1151.371094,4114.53125,2490.390625,2416.560547,1332.548828,1138.951172,-947.0605469,-5048.783203,-7720.558594,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,820947.0654,553264.9774,1010236.184,1004269.118,593214.1161,596291.9856,705725.0734,1204098.439,1084608.558,1127122.982,1289364.033,1118122.606,2580377.944,2145641.249,1291545.177,1194605.492,1610769.148,2258625.382,1468955.333,1301033.849,-150656.0733,-144787.8178,-123119.6422,-226871.7682,-264021.5113,-262388.7819,-262297.9701,-277825.5217,-234889.7376,-250770.0498,-281047.2864,-255922.3393,-261017.4414,-294385.513,-289196.2122,-286571.4209,-349440.148,-418129.3552,-371721.985,-373140.8692,-301900.6395,-277083.3412,-195636.5254,-244910.755,-410225.2312,-368415.7826,-378017.7842,,,,,,,
Early-demographic dividend,EAR,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,1057005.315,738864.8229,1210303.88,1133431.527,778999.3739,744421.6184,885772.6574,1292340.719,1185534.777,1272341.582,1399164.208,1194852.021,2687457.976,2152019.329,1308490.652,1208632.638,1614268.948,2312315.944,1430049.847,1267629.451,-197529.0795,-173937.5245,-196792.8392,-182064.5116,-210452.4974,-214587.6755,-225428.909,-235053.1811,-219901.2707,-220324.7059,-200179.817,-158440.0767,-143984.6131,-157498.183,-109329.039,-134599.7546,-137386.0059,-77545.54808,-65713.33318,-126393.9033,-101966.9535,-14696.88442,20278.58088,18160.42415,39006.77148,-28920.51783,-124153.4293,,,,,,,
East Asia & Pacific,EAS,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,789227.7887,546328.3708,1021260.171,1009944.36,598788.2808,611197.7524,733738.6439,1240578.492,1119255.873,1174615.61,1350501.541,1155620.486,2630174.137,2193705.311,1326149.911,1243881.369,1655120.122,2272641.554,1510820.386,1343669.81,-214227.139,-202481.7111,-168256.9065,-270248.092,-309347.6733,-310949.1918,-308643.3377,-331294.8779,-291653.9296,-321066.5433,-353225.1559,-335091.5023,-349785.1318,-392670.9805,-382918.4566,-391576.534,-466978.2485,-520154.701,-449518.8513,-432611.5246,-346724.3998,-298439.9351,-196200.0336,-256927.5625,-422242.7504,-377673.7255,-358912.4397,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,390827.9723,384113.8437,427262.4507,363571.5899,334283.4954,300723.4381,309383.5299,301565.6575,161189.8708,156739.2982,105564.6001,117929.7399,94543.1406,57824.35408,44343.93538,29763.83396,6501.838617,-66891.14725,-32932.12957,-37174.34993,-307367.7198,-268482.4896,-214457.7156,-195056.4664,-195585.3567,-216488.8583,-193640.7355,-190227.9035,-200869.6601,-214389.0837,-218446.2635,-220138.8988,-219341.1371,-264147.3137,-248722.8448,-253650.129,-234830.415,-242122.4281,-196420.0531,-194260.5818,-184278.7078,-185662.3832,-177721.0748,-180313.947,-154900.0049,-175803.7656,-150928.7611,,,,,,,
Europe & Central Asia,ECS,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,562004.3941,579614.1162,640189.4435,603950.713,589759.1884,548245.686,568296.4245,570762.3444,435932.1522,437283.0064,375394.5966,423376.3301,381664.2843,334849.3865,328174.1757,309330.707,308401.2934,205382.2599,285116.2269,288778.4026,-460505.5111,-405006.1634,-323100.7987,-275548.833,-275804.3126,-315946.6049,-280804.8711,-268462.6278,-285011.8413,-299065.5365,-308930.5679,-308593.0242,-296572.4543,-328659.2874,-333788.4944,-317772.0559,-294181.7479,-306249.9725,-267418.5735,-225190.5396,-223862.2069,-210493.1582,-189009.9016,-196022.8558,-166266.849,-184062.9032,-180130.3682,,,,,,,
Ecuador,ECU,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,206.1020508,279.6191084,455.3688638,87.37395752,244.0180259,409.8869834,480.5169883,246.1049443,332.6789121,203.5821533,361.4090186,416.8248574,557.5148818,634.0857959,596.0818584,457.9958506,312.3059414,1231.73413,353.7259595,84.71323877,-897.9342041,-416.4179688,275.927002,-392.4099121,-170.5360107,1171.041016,1783.584961,1669.467285,2917.83252,2399.679932,2036.237305,3198.69165,1285.473877,1433.620361,2626.543701,546.1000977,307.2128906,-1039.857178,-198.4174805,-1621.90625,-1079.517334,-1865.647949,-1012.712402,-56.99975586,-1528.153809,-718.1616211,-335.6887207,,,,,,,
